order_id,id_,product_id,fecha_pedido,cantidad,precio_unitario,descuento,importe_total,metodo_pago,envio_gratis,calificacion,devuelto,canal,hoja_origen,categoria_producto,nombre_producto,marca,costo_unitario,precio_lista,peso_kg,proveedor,stock_disponible,fecha_lanzamiento,rating_promedio_producto,edad,estado_civil,nivel_educativo,ingresos_anuales,tiene_hijos,adolescentes_en_casa,fecha_registro,ciudad,region,latitude,longitude,segmento_cliente,visitas_web_mes
30599,65c0e493-4700-4b58-b1c4-540211e57d06,P0090,13-septiembre-2024,2,"78,58",0.1,"141,45",tarjeta de debito,0,4.0,no,Tienda fisica,2024,Libros,Poesia Vantia Max,Vantia,"30,86","40,99",1.29,Comercial Atlas,21,2-diciembre-2021,4.94,48.0,soltero,basico,45065,1.0,0.0,18-junio-2020,Barcelona,Este,40.859,-6.726,Corporativo,9
30600,a909b120-ed63-46fd-9a3d-5a261ef5dad2,P0020,22-mayo-2024,3,"14,57",0.0,"43,71",Tarjeta de credito,0,,no,Web,2024,Hogar,Aspiradora Vantia Pro,Vantia,"26,28","56,17",4.57,Distribuidora Iberia,194,18-mayo-2022,4.86,45.0,casado,basico,63335,0.0,0.0,21-octubre-2019,Madrid,Centro,37.823,0.511,Recurrente,7
30601,047d7976-7847-4c3e-8ede-bb300030f98b,P0038,18-mayo-2024,4,"30,53",0.0,"122,11",tarjeta de credito,0,4.0,no,Tienda fisica,2024,Ropa,Camiseta Vantia Pro,Vantia,"22,67","42,57",6.42,Distribuidora Iberia,368,2-noviembre-2023,3.54,,SOLTERO,bachillerato,40657,0.0,0.0,3-agosto-2019,Granada,Sur,42.473,2.435,Nuevo,5
30602,b2a14cde-411a-4394-9f9d-bebe72ee30f0,P0031,17-noviembre-2024,1,"37,48",0.0,"37,48",PayPal,1,5.0,NO,Web,2024,Hogar,Silla Vantia Basic,Vantia,"41,97","67,50",8.58,Comercial Atlas,301,25-julio-2022,3.28,35.0,DIVORCIADO,,47540,0.0,0.0,3-agosto-2020,Sevilla,Sur,42.809,-3.447,Nuevo,7
30603,5038c8ce-6b8d-4229-97bd-89f4dd7e7733,P0039,27-agosto-2024,3,"39,44",0.1,"106,49",PAYPAL,0,,no,Web,2024,Ropa,Camiseta Vantia Max,Vantia,"67,65","114,10",8.94,Global Supply SL,303,28-febrero-2021,3.45,33.0,casado,,33916,0.0,0.0,27-agosto-2022,Granada,Sur,38.724,0.14,VIP,9
30604,efe011f2-d58c-4d42-8e68-31767809034f,P0053,20-julio-2024,1,"93,13",0.0,"93,13",PayPal,0,,NO,Tienda fisica,2024,Ropa,Gorra Nova Pro,Nova,"36,14","49,45",10.77,Norte Logistica,352,29-mayo-2019,3.06,34.0,SOLTERO,,32652,0.0,0.0,11-diciembre-2018,Malaga,Sur,36.966,-0.666,Recurrente,15
30605,1321ffcf-7770-4365-8f24-6e66598b17d5,P0020,17-diciembre-2024,2,"55,42",0.05,"105,30",tarjeta de debito,1,4.0,no,Web,2024,Hogar,Aspiradora Vantia Pro,Vantia,"26,28","56,17",4.57,Distribuidora Iberia,194,18-mayo-2022,4.86,30.0,Casado,basico,69972,0.0,1.0,10-septiembre-2021,Bilbao,Norte,37.179,-3.74,Recurrente,10
30606,25fb731a-06d4-4135-97d0-b2ca99bfa375,P0055,9-febrero-2024,4,"62,70",0.3,"175,57",tarjeta de credito,0,5.0,no,App movil,2024,Deporte,Balon Vantia Basic,Vantia,"96,15","211,36",7.53,Global Supply SL,244,22-febrero-2022,3.99,44.0,CASADO,bachillerato,17752,1.0,0.0,12-enero-2022,Malaga,Sur,36.671,-1.167,Nuevo,9
30607,4a5fd613-2b63-4e85-9a92-fe2646242b67,P0003,9-marzo-2024,1,"52,67",0.0,"52,67",TARJETA DE CREDITO,1,2.0,si,Web,2024,Electronica,Auriculares Nova Max,Nova,"49,49","98,89",8.54,Global Supply SL,317,16-junio-2023,4.18,24.0,DIVORCIADO,basico,39132,0.0,1.0,14-octubre-2021,Barcelona,Este,36.034,2.165,Recurrente,7
30608,2845322c-8cdf-4896-ad46-dbf3d0a0fdab,P0021,17-agosto-2024,1,"62,24",0.2,"49,79",PayPal,0,,NO,Web,2024,Hogar,Aspiradora Norte&Co Max,Norte&Co,"54,70","80,06",9.32,Distribuidora Iberia,40,8-noviembre-2019,3.85,32.0,CASADO,bachillerato,36483,1.0,0.0,30-enero-2020,Sevilla,Sur,40.389,-3.469,Nuevo,9
30609,448328e5-0c33-456a-aa7d-e94d4e98cafe,P0055,27-diciembre-2024,1,"125,52",0.0,"125,52",TARJETA DE CREDITO,0,4.0,no,App movil,2024,Deporte,Balon Vantia Basic,Vantia,"96,15","211,36",7.53,Global Supply SL,244,22-febrero-2022,3.99,48.0,divorciado,grado universitario,53434,1.0,0.0,30-julio-2018,Granada,Sur,39.753,-4.236,Nuevo,7
30610,85cad184-af37-4c73-81ae-20b499715a66,P0055,7-julio-2024,5,"32,26",0.05,"153,25",Tarjeta de debito,0,4.0,no,Web,2024,Deporte,Balon Vantia Basic,Vantia,"96,15","211,36",7.53,Global Supply SL,244,22-febrero-2022,3.99,35.0,casado,bachillerato,30700,1.0,0.0,20-noviembre-2022,Bilbao,Norte,36.672,-7.391,Recurrente,11
30611,64a42f12-7a85-4952-9770-6d3d1c821f41,P0005,25-junio-2024,1,"31,96",0.1,"28,76",Tarjeta de credito,0,3.0,NO,Marketplace,2024,Electronica,Smartphone Zentra Pro,Zentra,"17,49","26,00",1.69,Norte Logistica,387,30-enero-2021,3.95,46.0,soltero,bachillerato,57205,1.0,0.0,14-abril-2021,Madrid,Centro,42.168,-4.631,Recurrente,6
30612,de1374a7-2390-4bdd-8bce-8b9a41830f92,P0077,7-abril-2024,3,"54,49",0.05,"155,29",paypal,0,3.0,no,Web,2024,Libros,Comic Norte&Co Pro,Norte&Co,"24,43","52,19",11.13,Norte Logistica,106,4-julio-2021,3.25,59.0,casado,,26432,0.0,0.0,7-noviembre-2022,Valencia,Este,37.82,2.423,Recurrente,8
30613,5ad062a2-3cba-49af-8dce-0dd849020b2d,P0067,19-noviembre-2024,2,"21,96",0.15,"37,33",TARJETA DE CREDITO,1,5.0,NO,Marketplace,2024,Deporte,Raqueta Vantia Basic,Vantia,"25,61","36,45",8.06,Norte Logistica,11,20-julio-2021,4.07,47.0,Divorciado,grado universitario,57914,0.0,0.0,24-febrero-2018,Murcia,Sur,38.326,-1.127,Nuevo,7
30614,1879e573-7ac2-496f-a440-f212aa041b9d,P0027,27-noviembre-2024,3,"73,97",0.0,"221,91",TARJETA DE CREDITO,1,5.0,NO,Web,2024,Hogar,Sarten Urbanix Max,Urbanix,"13,51","20,31",2.2,Global Supply SL,309,18-mayo-2021,3.36,33.0,casado,bachillerato,63831,0.0,0.0,26-agosto-2018,Madrid,Centro,36.215,-0.684,VIP,7
30615,7167f3ba-9781-4fc4-ad7f-0eeadfe27f84,P0058,24-febrero-2024,3,"44,99",0.15,"114,72",tarjeta de debito,0,,NO,Web,2024,Deporte,Mancuernas Vantia Basic,Vantia,"49,34","81,74",8.93,Distribuidora Iberia,341,4-septiembre-2019,3.35,42.0,casado,bachillerato,44101,1.0,0.0,31-octubre-2018,Murcia,Sur,38.19,-6.347,Recurrente,10
30616,8b89a8e0-d300-4078-9b09-fd9c26ac50cc,P0059,27-octubre-2024,1,"29,51",0.0,"29,51",TARJETA DE CREDITO,0,,si,Web,2024,Deporte,Mancuernas Nova Pro,Nova,"34,03","51,28",8.43,Norte Logistica,25,30-abril-2024,3.54,54.0,soltero,doctorado,37117,0.0,1.0,29-marzo-2019,Valencia,Este,36.51,-2.793,Nuevo,13
30617,ae6d84b7-9465-4206-957b-4a8baaa0cecd,P0029,15-diciembre-2024,4,"63,24",0.05,"240,31",TARJETA DE CREDITO,0,4.0,NO,Tienda fisica,2024,Hogar,Lampara Nova Pro,Nova,"42,03","60,31",7.27,Comercial Atlas,396,15-febrero-2024,,59.0,DIVORCIADO,master,58576,0.0,1.0,24-julio-2022,Granada,Sur,40.817,-3.148,Recurrente,7
30618,b4abea0a-392f-4dc4-a947-b27ca48cfc9a,P0047,6-mayo-2024,4,"33,66",0.05,"127,91",CONTRAREEMBOLSO,0,5.0,NO,Web,2024,Ropa,Zapatillas Nova Pro,Nova,"80,97","119,17",11.8,Distribuidora Iberia,181,22-octubre-2020,4.27,45.0,Soltero,doctorado,42654,0.0,1.0,22-diciembre-2021,Granada,Sur,43.228,-5.287,Recurrente,15
30619,6b6a7fc2-f7cc-4efc-820c-414148dea099,P0061,7-febrero-2024,1,"43,63",0.0,"43,63",TARJETA DE CREDITO,1,4.0,NO,Web,2024,Deporte,Bicicleta Kore Basic,Kore,"28,78","45,40",4.76,Norte Logistica,63,3-octubre-2023,2.75,44.0,Casado,basico,43437,0.0,0.0,12-septiembre-2018,Sevilla,Sur,40.148,1.635,Recurrente,8
30620,f6f7db34-4418-4162-8c5a-1293eb22a5d5,P0004,30-junio-2024,1,"88,79",0.05,"84,35",Tarjeta de debito,1,4.0,NO,App movil,2024,Electronica,Smartphone Norte&Co Basic,Norte&Co,"60,57","95,49",3.6,Comercial Atlas,303,23-enero-2019,2.94,48.0,CASADO,doctorado,30529,1.0,0.0,23-enero-2020,Murcia,Sur,37.674,-4.868,Recurrente,5
30621,66ceeece-c40e-4b03-a218-547fa80a87c0,P0085,29-noviembre-2024,2,"82,39",0.3,"115,35",CONTRAREEMBOLSO,1,1.0,no,Tienda fisica,2024,Libros,Manual Zentra Basic,Zentra,"50,93","97,80",8.46,Distribuidora Iberia,110,19-mayo-2021,4.9,44.0,SOLTERO,grado universitario,23020,1.0,1.0,12-abril-2019,Barcelona,Este,41.955,-3.634,Recurrente,9
30622,2d801717-0a3d-40af-869e-c81b20ccb7a0,P0071,6-mayo-2024,3,"20,35",0.15,"51,88",paypal,0,2.0,no,Marketplace,2024,Deporte,Casco Lumen Pro,Lumen,"5,24","9,70",5.45,Global Supply SL,409,3-julio-2019,3.42,39.0,Divorciado,doctorado,21802,0.0,0.0,21-diciembre-2022,Bilbao,Norte,41.411,-8.401,VIP,9
30623,2b316fc3-a8e4-4df3-b9e6-d9dd89b6ffbd,P0051,21-junio-2024,1,"34,45",0.0,"34,45",Tarjeta de debito,0,5.0,NO,Web,2024,Ropa,Vestido Prisma Max,Prisma,"11,06","18,56",7.21,Distribuidora Iberia,273,29-septiembre-2019,3.41,58.0,casado,grado universitario,91148,1.0,0.0,14-febrero-2021,Madrid,Centro,40.813,-8.006,Recurrente,9
30624,0973cb6d-123d-4a67-978e-71cda7551730,P0018,2-abril-2024,2,"45,05",0.15,"76,58",transferencia,0,4.0,si,App movil,2024,Electronica,Camara Kore Max,Kore,"55,21","113,73",3.38,Norte Logistica,429,20-junio-2020,3.14,44.0,Casado,bachillerato,37957,1.0,1.0,4-junio-2020,Madrid,Centro,42.262,-5.658,Nuevo,4
30625,8f7b85e4-f6cd-4de7-ac95-375d04899617,P0037,25-enero-2024,3,"91,54",0.0,"274,61",Tarjeta de debito,0,,no,Web,2024,Ropa,Camiseta Prisma Basic,Prisma,"7,07","14,94",3.27,Distribuidora Iberia,353,13-noviembre-2019,3.19,50.0,soltero,master,41976,0.0,0.0,29-septiembre-2019,Murcia,Sur,37.95,-7.745,Nuevo,8
30626,3ede2c49-639b-4323-b408-a42af2ecb0c1,P0003,22-febrero-2024,1,"44,65",0.0,"44,65",Tarjeta de credito,1,,NO,Tienda fisica,2024,Electronica,Auriculares Nova Max,Nova,"49,49","98,89",8.54,Global Supply SL,317,16-junio-2023,4.18,,SOLTERO,doctorado,43737,1.0,1.0,10-abril-2019,Barcelona,Este,43.379,2.048,Nuevo,11
30627,8bd06681-762c-4b9b-a7cb-f757d58bcaa6,P0016,25-enero-2024,4,"46,34",0.15,"157,56",tarjeta de credito,0,5.0,NO,App movil,2024,Electronica,Camara Norte&Co Basic,Norte&Co,"54,61","107,04",5.5,Distribuidora Iberia,167,6-marzo-2021,2.69,46.0,casado,basico,42476,0.0,1.0,7-diciembre-2021,Murcia,Sur,37.246,2.6,VIP,10
30628,83b74178-92ee-482c-84f5-71d2fb83f12f,P0016,23-marzo-2024,1,"33,76",0.0,"33,76",contrareembolso,0,3.0,no,Web,2024,Electronica,Camara Norte&Co Basic,Norte&Co,"54,61","107,04",5.5,Distribuidora Iberia,167,6-marzo-2021,2.69,58.0,casado,grado universitario,44373,0.0,0.0,4-diciembre-2020,Bilbao,Norte,40.221,-4.927,Nuevo,6
30629,f04db417-2178-4a88-b551-35da9d5f5513,P0022,19-septiembre-2024,1,"61,90",0.0,"61,90",tarjeta de credito,0,3.0,no,Web,2024,Hogar,Cafetera Norte&Co Basic,Norte&Co,"21,12","35,46",0.92,Comercial Atlas,399,3-diciembre-2020,4.98,31.0,CASADO,bachillerato,50679,0.0,0.0,17-octubre-2019,Zaragoza,Centro,42.444,0.342,VIP,10
30630,b755acac-8d73-4e40-99d0-26a1865e4c29,P0066,19-septiembre-2024,2,"26,03",0.2,"41,65",paypal,0,3.0,NO,Web,2024,Deporte,Esterilla Vantia Max,Vantia,"10,97","22,49",10.34,Comercial Atlas,153,24-febrero-2019,4.95,38.0,SOLTERO,basico,48703,0.0,1.0,29-agosto-2021,Valencia,Este,39.94,-3.907,Recurrente,8
30631,edd3633b-2b12-4b7e-bafb-79483f8c00b1,P0021,29-abril-2024,4,"60,45",0.05,"229,71",transferencia,0,2.0,NO,Web,2024,Hogar,Aspiradora Norte&Co Max,Norte&Co,"54,70","80,06",9.32,Distribuidora Iberia,40,8-noviembre-2019,3.85,33.0,casado,basico,36589,1.0,0.0,28-febrero-2021,Bilbao,Norte,37.017,-3.263,VIP,9
30632,2018066f-d594-4c14-beb7-8dcbe781969c,P0014,18-noviembre-2024,3,"22,17",0.0,"66,50",PAYPAL,1,,no,Web,2024,Electronica,Smartwatch Vantia Pro,Vantia,"18,35","31,07",3.39,Comercial Atlas,197,12-diciembre-2023,4.49,27.0,CASADO,grado universitario,21582,1.0,0.0,4-diciembre-2022,Granada,Sur,37.588,2.751,Recurrente,12
30633,489defbd-cc11-4d8b-a8d1-0dcef64cc506,P0042,28-noviembre-2024,1,"87,84",0.05,"83,45",paypal,0,1.0,no,Tienda fisica,2024,Ropa,Pantalon Norte&Co Max,Norte&Co,"9,93","13,24",2.95,Distribuidora Iberia,297,12-marzo-2021,4.24,45.0,Casado,master,45414,1.0,0.0,16-septiembre-2022,Sevilla,Sur,40.943,-2.458,Corporativo,10
30634,71512a62-aabe-44d5-84b1-f2487e78add1,P0040,10-junio-2024,1,"21,58",0.2,"17,26",Transferencia,1,3.0,NO,Marketplace,2024,Ropa,Pantalon Prisma Basic,Prisma,"18,35","39,46",1.89,Distribuidora Iberia,5,12-mayo-2019,4.36,,Soltero,,32189,0.0,1.0,19-julio-2021,Sevilla,Sur,39.58,2.835,Nuevo,8
30635,168a9aae-cd60-4931-a6dc-fad81545b08d,P0079,2-noviembre-2024,4,"25,57",0.15,"86,95",tarjeta de credito,0,3.0,NO,Web,2024,Libros,Ensayo Urbanix Basic,Urbanix,"24,21","48,33",4.65,Comercial Atlas,402,23-septiembre-2022,4.84,45.0,Casado,master,49214,1.0,0.0,16-julio-2018,Zaragoza,Centro,38.545,0.374,Recurrente,15
30636,69e9e591-4eda-4a62-b45d-ff1b9a430df4,P0054,23-julio-2024,2,"39,79",0.15,"67,64",tarjeta de credito,0,3.0,NO,Web,2024,Ropa,Gorra Lumen Max,Lumen,"32,42","49,51",2.98,Distribuidora Iberia,285,7-septiembre-2022,4.01,33.0,CASADO,grado universitario,53189,1.0,1.0,25-abril-2021,Granada,Sur,37.489,-7.996,Corporativo,4
30637,7a782874-de55-4f19-a264-81f7354c1dac,P0081,20-julio-2024,3,"64,77",0.15,"165,15",transferencia,0,4.0,no,Web,2024,Libros,Ensayo Norte&Co Max,Norte&Co,"79,32","110,99",2.28,Global Supply SL,339,23-agosto-2019,2.63,49.0,divorciado,grado universitario,36499,0.0,1.0,27-julio-2021,Bilbao,Norte,37.432,-2.092,Nuevo,9
30638,bee7f0eb-e247-4aa2-b2bf-15d190f77387,P0062,17-noviembre-2024,3,"12,46",0.05,"35,50",Transferencia,0,4.0,NO,App movil,2024,Deporte,Bicicleta Kore Pro,Kore,"32,63","45,86",5.3,Distribuidora Iberia,379,2-agosto-2020,4.69,42.0,casado,doctorado,41857,0.0,0.0,11-junio-2019,Bilbao,Norte,41.288,-2.109,VIP,12
30639,cd829759-bf54-450c-90af-35db257fc50e,P0029,19-enero-2024,4,"8,76",0.05,"33,27",tarjeta de debito,1,3.0,SI,Tienda fisica,2024,Hogar,Lampara Nova Pro,Nova,"42,03","60,31",7.27,Comercial Atlas,396,15-febrero-2024,,40.0,divorciado,bachillerato,59875,1.0,0.0,2-abril-2022,Granada,Sur,42.123,-4.322,Recurrente,7
30640,27169572-fb15-490f-8501-e21789773860,P0051,30-abril-2024,1,"16,71",0.2,"13,37",Tarjeta de credito,1,5.0,no,Web,2024,Ropa,Vestido Prisma Max,Prisma,"11,06","18,56",7.21,Distribuidora Iberia,273,29-septiembre-2019,3.41,18.0,soltero,basico,27561,0.0,0.0,25-abril-2021,Murcia,Sur,39.635,0.958,Corporativo,11
30641,d345f94e-548f-4402-9baf-80c158df91b5,P0088,25-enero-2024,2,"59,87",0.0,"119,74",TARJETA DE CREDITO,0,4.0,NO,Marketplace,2024,Libros,Poesia Lumen Basic,Lumen,"14,28","22,58",11.79,Norte Logistica,214,4-diciembre-2019,2.82,35.0,CASADO,grado universitario,47277,1.0,0.0,6-mayo-2021,Granada,Sur,39.388,-5.708,Corporativo,8
30642,f64488ad-aad2-4ee5-8f2a-5a3ea2646b4e,P0006,8-septiembre-2024,2,"35,67",0.0,"71,34",transferencia,0,3.0,no,App movil,2024,Electronica,Smartphone Zentra Max,Zentra,"66,22","108,96",5.7,Norte Logistica,209,2-julio-2021,3.23,60.0,casado,master,58784,0.0,0.0,9-mayo-2019,Sevilla,Sur,40.057,-1.465,Nuevo,5
30643,69468a16-701e-4893-8ffd-3f73e6d9b0b1,P0013,1-septiembre-2024,4,"38,32",0.0,"153,29",TARJETA DE CREDITO,0,5.0,no,App movil,2024,Electronica,Smartwatch Prisma Basic,Prisma,"23,15","46,14",7.79,Norte Logistica,52,16-febrero-2021,3.56,35.0,SOLTERO,grado universitario,44479,0.0,0.0,8-diciembre-2020,Madrid,Centro,41.619,-0.635,Recurrente,6
30644,95fb0d2b-fda9-46dc-bb23-f30d4c676ad5,P0085,30-diciembre-2024,5,"13,94",0.0,"69,69",TARJETA DE CREDITO,0,3.0,NO,Web,2024,Libros,Manual Zentra Basic,Zentra,"50,93","97,80",8.46,Distribuidora Iberia,110,19-mayo-2021,4.9,61.0,CASADO,grado universitario,29840,0.0,0.0,8-marzo-2019,Bilbao,Norte,37.975,-1.918,VIP,10
30645,485ac3b3-cc2a-4f6b-80d6-2c56b716436e,P0010,26-septiembre-2024,2,"34,28",0.0,"68,55",PAYPAL,0,3.0,NO,Web,2024,Electronica,Tablet Lumen Basic,Lumen,"23,59","38,51",8.4,Norte Logistica,196,27-abril-2022,2.89,26.0,SOLTERO,master,35214,1.0,0.0,12-diciembre-2020,Bilbao,Norte,37.093,-8.38,Recurrente,13
30646,cd54ebea-af94-4101-a4d3-d642f37ad272,P0055,11-septiembre-2024,1,"123,91",0.1,"111,52",tarjeta de credito,1,3.0,no,Web,2024,Deporte,Balon Vantia Basic,Vantia,"96,15","211,36",7.53,Global Supply SL,244,22-febrero-2022,3.99,29.0,soltero,bachillerato,41257,1.0,0.0,26-febrero-2021,Valencia,Este,42.893,-3.825,Nuevo,8
30647,db157ec8-e38c-4757-ae28-ea8952696e30,P0027,5-octubre-2024,2,"30,09",0.15,"51,15",TARJETA DE CREDITO,0,4.0,si,Tienda fisica,2024,Hogar,Sarten Urbanix Max,Urbanix,"13,51","20,31",2.2,Global Supply SL,309,18-mayo-2021,3.36,29.0,soltero,basico,42276,0.0,0.0,14-noviembre-2018,Valencia,Este,38.254,-0.346,Recurrente,10
30648,c2a510e4-43d5-4427-a7f9-e1751303c015,P0032,21-marzo-2024,1,"30,53",0.15,"25,95",Tarjeta de debito,0,4.0,no,Marketplace,2024,Hogar,Silla Norte&Co Pro,Norte&Co,"80,42","136,88",1.15,Norte Logistica,217,19-julio-2023,3.63,46.0,soltero,bachillerato,20101,1.0,0.0,9-noviembre-2018,Valencia,Este,41.068,-7.953,Recurrente,11
30649,98e923e9-03a5-45ca-84ac-6c0591a1bbf4,P0080,21-marzo-2024,3,"60,25",0.1,"162,68",CONTRAREEMBOLSO,0,4.0,NO,Web,2024,Libros,Ensayo Prisma Pro,Prisma,"16,12","34,32",10.66,Comercial Atlas,340,28-octubre-2019,4.09,20.0,Soltero,master,60287,1.0,0.0,19-noviembre-2019,Madrid,Centro,39.941,-8.493,Recurrente,6
30650,6ef07c2f-3515-4884-b5b7-b52f993503a8,P0069,22-marzo-2024,3,"15,42",0.05,"43,96",tarjeta de credito,0,,no,App movil,2024,Deporte,Raqueta Prisma Max,Prisma,"22,44","42,51",7.59,Distribuidora Iberia,417,26-octubre-2023,3.75,45.0,Divorciado,bachillerato,65278,0.0,1.0,20-julio-2021,Zaragoza,Centro,40.151,-7.475,VIP,11
30651,25fbb320-77d5-4a4f-8f75-b0dfd64d8b20,P0034,17-julio-2024,1,"35,27",0.0,"35,27",Tarjeta de debito,0,5.0,NO,Web,2024,Hogar,Estanteria Nova Basic,Nova,"13,94","26,26",5.83,Comercial Atlas,197,24-septiembre-2023,3.68,37.0,Casado,grado universitario,30809,0.0,0.0,3-julio-2020,Valencia,Este,37.709,-6.558,Recurrente,8
30652,055e13be-a086-4470-b38d-22f6ff0632c9,P0027,1-julio-2024,1,"144,19",0.0,"144,19",CONTRAREEMBOLSO,0,2.0,si,Web,2024,Hogar,Sarten Urbanix Max,Urbanix,"13,51","20,31",2.2,Global Supply SL,309,18-mayo-2021,3.36,74.0,Casado,grado universitario,33416,0.0,0.0,29-marzo-2022,Barcelona,Este,36.251,-8.093,Recurrente,10
30653,63299c3e-59e2-4289-9928-110460e06aba,P0012,4-septiembre-2024,1,"59,84",0.0,"59,84",PAYPAL,0,,NO,Web,2024,Electronica,Tablet Nova Max,Nova,"52,99","69,30",9.28,Global Supply SL,88,6-junio-2019,3.92,40.0,Divorciado,basico,21337,0.0,0.0,16-abril-2021,Valencia,Este,43.227,-8.936,VIP,6
30654,654b7e25-9467-4bb4-95e9-4c6aefa021e6,P0026,20-diciembre-2024,1,"74,36",0.0,"74,36",Tarjeta de debito,1,4.0,no,Tienda fisica,2024,Hogar,Sarten Zentra Pro,Zentra,"31,36","41,33",1.23,Global Supply SL,471,14-febrero-2022,3.22,39.0,SOLTERO,grado universitario,86973,0.0,0.0,12-diciembre-2019,Granada,Sur,36.549,-7.269,Nuevo,9
30655,eef7886d-690d-4569-aee1-5906dd2f29bd,P0081,28-noviembre-2024,2,"12,21",0.0,"24,42",Tarjeta de credito,0,4.0,no,App movil,2024,Libros,Ensayo Norte&Co Max,Norte&Co,"79,32","110,99",2.28,Global Supply SL,339,23-agosto-2019,2.63,61.0,Divorciado,grado universitario,64939,1.0,0.0,2-mayo-2021,Sevilla,Sur,38.252,-4.095,Recurrente,11
30656,e91379f7-e318-420e-ac85-f981fbfc2221,P0069,13-noviembre-2024,3,"28,81",0.15,"73,47",tarjeta de credito,0,5.0,no,App movil,2024,Deporte,Raqueta Prisma Max,Prisma,"22,44","42,51",7.59,Distribuidora Iberia,417,26-octubre-2023,3.75,34.0,Divorciado,grado universitario,63065,0.0,1.0,1-septiembre-2022,Bilbao,Norte,43.431,-1.12,Recurrente,7
30657,1dace5b7-e7a1-47ce-983b-140113e9a754,P0090,7-julio-2024,2,"43,51",0.15,"73,96",Tarjeta de debito,1,2.0,SI,Web,2024,Libros,Poesia Vantia Max,Vantia,"30,86","40,99",1.29,Comercial Atlas,21,2-diciembre-2021,4.94,36.0,casado,bachillerato,29340,1.0,1.0,3-abril-2020,Sevilla,Sur,40.655,3.179,Nuevo,7
30658,85c46d0e-c1cf-4012-aab2-92d96df84f61,P0025,16-enero-2024,1,"53,10",0.15,"45,13",Tarjeta de debito,0,5.0,NO,App movil,2024,Hogar,Sarten Kore Basic,Kore,"22,51","33,31",5.34,Comercial Atlas,52,24-enero-2019,3.63,45.0,soltero,grado universitario,67806,1.0,0.0,25-agosto-2022,Granada,Sur,39.131,-0.758,Recurrente,7
30659,66ceeece-c40e-4b03-a218-547fa80a87c0,P0013,22-octubre-2024,1,"40,78",0.0,"40,78",tarjeta de credito,1,4.0,no,App movil,2024,Electronica,Smartwatch Prisma Basic,Prisma,"23,15","46,14",7.79,Norte Logistica,52,16-febrero-2021,3.56,44.0,SOLTERO,grado universitario,23020,1.0,1.0,12-abril-2019,Barcelona,Este,41.955,-3.634,Recurrente,9
30660,86357f38-c14a-4773-bb43-72864fe653fc,P0018,5-diciembre-2024,3,"33,20",0.0,"99,61",PAYPAL,0,4.0,NO,Web,2024,Electronica,Camara Kore Max,Kore,"55,21","113,73",3.38,Norte Logistica,429,20-junio-2020,3.14,50.0,casado,master,78803,0.0,1.0,3-agosto-2018,Madrid,Centro,40.478,-4.761,Recurrente,5
30661,fc052fc9-0581-4f44-8425-a54d65ae30e3,P0036,10-junio-2024,2,"40,04",0.15,"68,07",PAYPAL,0,5.0,NO,App movil,2024,Hogar,Estanteria Norte&Co Max,Norte&Co,"14,61","31,58",7.15,Norte Logistica,409,9-enero-2019,4.82,35.0,casado,,43338,0.0,1.0,21-abril-2019,Sevilla,Sur,39.825,-4.655,Recurrente,6
30662,ed52234b-251d-42a3-83d4-aeb15644a04f,P0040,18-diciembre-2024,2,"67,97",0.0,"135,95",tarjeta de credito,1,4.0,no,Marketplace,2024,Ropa,Pantalon Prisma Basic,Prisma,"18,35","39,46",1.89,Distribuidora Iberia,5,12-mayo-2019,4.36,46.0,Casado,grado universitario,45736,0.0,0.0,5-abril-2019,Bilbao,Norte,38.455,-6.151,Recurrente,5
30663,4be120c3-e8ce-4958-9d21-347a08e81caf,P0076,14-diciembre-2024,3,"78,79",0.1,"212,74",Tarjeta de debito,1,5.0,NO,Tienda fisica,2024,Libros,Comic Prisma Basic,Prisma,"39,69","83,49",0.43,Norte Logistica,127,21-julio-2021,4.07,,Casado,basico,43129,1.0,0.0,1-agosto-2021,Madrid,Centro,37.61,-4.49,Nuevo,9
30664,b62d2b03-7b77-4535-9c4c-c4dfb915378b,P0065,29-diciembre-2024,2,"19,68",0.0,"39,37",tarjeta de credito,0,5.0,NO,Web,2024,Deporte,Esterilla Zentra Pro,Zentra,"34,32","67,55",0.3,Norte Logistica,213,10-septiembre-2022,3.31,53.0,soltero,grado universitario,34044,1.0,0.0,9-octubre-2021,Zaragoza,Centro,40.079,0.257,Nuevo,6
30665,85089211-c6fa-4d02-a14c-7ce231e31b1c,P0063,15-septiembre-2024,1,"36,72",0.0,"36,72",Transferencia,0,4.0,NO,Web,2024,Deporte,Bicicleta Zentra Max,Zentra,"34,26","72,84",10.01,Comercial Atlas,285,6-marzo-2021,4.84,59.0,CASADO,grado universitario,71942,0.0,1.0,12-noviembre-2022,Barcelona,Este,39.985,-6.871,Corporativo,6
30666,e83fc701-4294-48ed-ab86-19c0c7e759f5,P0011,9-agosto-2024,2,"150,32",0.05,"285,61",tarjeta de debito,0,5.0,no,Web,2024,Electronica,Tablet Prisma Pro,Prisma,"31,55","62,45",1.65,Global Supply SL,219,17-mayo-2020,5.0,57.0,CASADO,doctorado,46078,1.0,0.0,8-octubre-2022,Granada,Sur,42.391,-8.745,Nuevo,7
