order_id,id_cliente,product_id,fecha_pedido,cantidad,precio_unitario,descuento,importe_total,metodo_pago,envio_gratis,calificacion,devuelto,canal,año_ventas,categoria_producto,nombre_producto,marca,costo_unitario,precio_lista,peso_kg,proveedor,stock_disponible,fecha_lanzamiento,rating_promedio_producto,edad,estado_civil,nivel_educativo,ingresos_anuales,tiene_hijos,adolescentes_en_casa,fecha_registro,ciudad,region,latitude,longitude,segmento_cliente,visitas_web_mes,precio_unitario_wz,importe_total_wz,mes_ventas
17921,8221c873-b59b-47e5-97ce-6fd06181c53f,P0088,2023-01-30,1,15.77,0.05,14.98,transferencia,no,4.0,no,app movil,2023,libros,Poesia Lumen Basic,lumen,14.28,22.58,11.79,norte logistica,214,2019-12-04,2.82,64.0,casado,bachillerato,30601,si,si,2018-10-30,malaga,sur,43.435,1.581,recurrente,5,15.77,14.98,1
17922,5c3e5ac5-715e-450d-adbe-45392d5947ab,P0014,2023-09-21,2,45.24,0.05,85.95,tarjeta de debito,no,4.0,no,web,2023,electronica,Smartwatch Vantia Pro,vantia,18.35,31.07,3.39,comercial atlas,197,2023-12-12,4.49,43.0,soltero,bachillerato,33829,si,no,2020-11-30,bilbao,norte,38.74,-5.376,recurrente,12,45.24,85.95,9
17923,c0c2017c-04a0-46eb-96a4-b755fcc06b26,P0008,2023-10-08,1,75.35,0.0,75.35,paypal,no,4.0,no,tienda fisica,2023,electronica,Portatil Urbanix Pro,urbanix,62.95,135.18,7.21,global supply sl,380,2019-11-01,4.21,49.0,casado,grado universitario,34453,no,si,2020-08-04,granada,sur,39.065,-2.829,vip,8,75.35,75.35,10
17924,aa4c1156-ff8a-4f2a-9164-53f37c351ab2,P0062,2023-12-23,3,40.22,0.0,120.67,tarjeta de credito,no,5.0,si,app movil,2023,deporte,Bicicleta Kore Pro,kore,32.63,45.86,5.3,distribuidora iberia,379,2020-08-02,4.69,26.0,casado,grado universitario,33609,no,si,2019-11-23,barcelona,este,41.59,-5.021,recurrente,7,40.22,120.67,12
17925,5014eaf8-fe1e-42e5-b77d-f8170302bf30,P0072,2023-12-30,1,90.21,0.15,76.68,transferencia,no,5.0,si,app movil,2023,deporte,Casco Norte&Co Max,norte&co,69.57,139.4,1.51,distribuidora iberia,227,2023-12-31,3.57,42.0,soltero,grado universitario,149422,no,no,2022-01-03,bilbao,norte,38.479,-4.365,recurrente,5,90.21,76.68,12
17926,1a67fa9b-650e-4374-bf31-8170cf1b89e5,P0019,2023-04-23,1,85.54,0.2,68.43,paypal,no,5.0,no,marketplace,2023,hogar,Aspiradora Vantia Basic,vantia,25.1,37.76,9.59,global supply sl,148,2023-05-22,4.15,48.0,soltero,doctorado,25265,no,no,2022-10-21,vigo,norte,39.939,0.445,corporativo,7,85.54,68.43,4
17927,af044284-8663-4c24-b009-d1a3b4a9cff9,P0018,2023-08-22,1,49.89,0.1,44.9,tarjeta de credito,no,4.0,no,app movil,2023,electronica,Camara Kore Max,kore,55.21,113.73,3.38,norte logistica,429,2020-06-20,3.14,35.0,divorciado,basico,34319,no,no,2019-03-11,granada,sur,41.642,-5.097,nuevo,7,49.89,44.9,8
17928,ec52ba35-f5b4-4bc3-85a6-ff5c32b6e7fc,P0086,2023-11-03,2,55.07,0.1,99.12,paypal,si,4.0,no,app movil,2023,libros,Manual Vantia Pro,vantia,26.68,58.69,9.57,norte logistica,177,2023-03-07,2.97,50.0,casado,doctorado,23338,si,no,2018-04-07,granada,sur,36.074,-5.729,nuevo,13,55.07,99.12,11
17929,c4787908-a367-4407-8486-45a912ccceb2,P0050,2023-06-08,4,37.9,0.1,136.45,tarjeta de debito,no,2.0,no,tienda fisica,2023,ropa,Vestido Lumen Pro,lumen,44.64,72.23,0.69,comercial atlas,335,2022-05-26,4.72,61.0,casado,basico,39539,no,no,2020-12-04,madrid,centro,41.444,1.622,corporativo,14,37.9,136.45,6
17930,70a09af8-45ad-42a0-838c-e2ec4a484a87,P0066,2023-04-02,1,97.72,0.05,92.83,tarjeta de credito,no,4.0,no,tienda fisica,2023,deporte,Esterilla Vantia Max,vantia,10.97,22.49,10.34,comercial atlas,153,2019-02-24,4.95,56.0,casado,grado universitario,37312,si,no,2021-08-25,malaga,sur,43.316,-8.407,nuevo,9,97.72,92.83,4
17931,baf7ed32-04ae-469d-a786-000fd79d64af,P0052,2023-05-26,1,30.1,0.2,24.08,desconocido,no,4.0,no,app movil,2023,ropa,Gorra Kore Basic,kore,7.58,12.24,8.29,global supply sl,282,2019-05-22,4.95,46.0,casado,bachillerato,68016,no,no,2019-03-21,zaragoza,centro,39.2,-2.383,nuevo,12,30.1,24.08,5
17932,a88f927e-360e-4dca-adf2-decb11cb1d66,P0052,2023-07-05,1,25.34,0.1,22.81,tarjeta de debito,si,5.0,no,app movil,2023,ropa,Gorra Kore Basic,kore,7.58,12.24,8.29,global supply sl,282,2019-05-22,4.95,40.0,casado,grado universitario,60120,no,no,2018-05-23,barcelona,este,41.511,-5.097,recurrente,13,25.34,22.81,7
17933,61290424-92d4-4401-bb2b-4a0fd6e6d35c,P0023,2023-03-19,2,38.57,0.0,77.14,transferencia,no,5.0,no,tienda fisica,2023,hogar,Cafetera Nova Pro,nova,12.56,24.24,6.49,comercial atlas,200,2022-09-01,4.84,31.0,divorciado,grado universitario,38032,no,no,2021-03-18,madrid,centro,38.857,-0.533,nuevo,11,38.57,77.14,3
17934,75326132-fee1-4153-b133-79bff220360d,P0003,2023-08-24,1,58.95,0.1,53.06,tarjeta de debito,no,3.0,no,tienda fisica,2023,electronica,Auriculares Nova Max,nova,49.49,98.89,8.54,global supply sl,317,2023-06-16,4.18,36.0,divorciado,grado universitario,48226,si,no,2018-09-23,valencia,este,39.795,-7.103,recurrente,4,58.95,53.06,8
17935,4eb5c365-f583-4f9a-a9d8-c32d756b8d94,P0024,2023-01-20,3,65.43,0.0,196.3,tarjeta de credito,no,4.0,no,app movil,2023,hogar,Cafetera Zentra Max,zentra,13.33,25.2,0.76,distribuidora iberia,20,2021-10-26,4.1,46.0,casado,bachillerato,42951,no,si,2020-07-24,madrid,centro,40.894,1.756,nuevo,6,65.43,196.3,1
17936,a90d9bd7-9a81-4dcc-bedd-4a4393df8c35,P0039,2023-08-08,2,17.33,0.2,27.73,tarjeta de debito,no,5.0,no,web,2023,ropa,Camiseta Vantia Max,vantia,67.65,114.1,8.94,global supply sl,303,2021-02-28,3.45,43.0,soltero,bachillerato,62257,si,no,2022-12-16,barcelona,este,38.091,-1.533,nuevo,4,17.33,27.73,8
17937,768cbfac-8885-4df4-a7d5-e123ab8c0f6c,P0048,2023-07-14,5,37.98,0.1,170.9,tarjeta de credito,si,4.0,no,marketplace,2023,ropa,Zapatillas Prisma Max,prisma,19.15,37.77,11.98,global supply sl,98,2023-09-15,4.43,48.0,soltero,grado universitario,50945,si,no,2020-04-21,bilbao,norte,39.188,3.057,nuevo,9,37.98,170.9,7
17938,e7a0414a-c55a-42b1-b979-4cbebbd17e88,P0040,2023-04-09,1,46.09,0.05,43.79,tarjeta de credito,si,4.0,no,app movil,2023,ropa,Pantalon Prisma Basic,prisma,18.35,39.46,1.89,distribuidora iberia,5,2019-05-12,4.36,40.0,casado,grado universitario,61601,si,no,2021-02-02,sevilla,sur,36.237,-0.676,nuevo,10,46.09,43.79,4
17939,299dec6a-dd6b-47d2-8056-7bfc0e65ace0,P0073,2023-04-04,3,24.92,0.0,74.75,tarjeta de credito,no,5.0,no,app movil,2023,libros,Novela Lumen Basic,lumen,91.69,157.59,3.13,comercial atlas,263,2019-09-12,4.47,46.0,casado,bachillerato,44242,si,no,2022-02-13,murcia,sur,37.595,1.756,recurrente,4,24.92,74.75,4
17940,8c3a86d2-5e66-499f-9d08-af14542dedaf,P0029,2023-04-25,1,80.98,0.1,72.88,contrareembolso,no,5.0,no,app movil,2023,hogar,Lampara Nova Pro,nova,42.03,60.31,7.27,comercial atlas,396,2024-02-15,3.86,35.0,soltero,master,50106,si,si,2021-06-07,barcelona,este,39.15,-3.378,corporativo,15,80.98,72.88,4
17941,89f0343c-4fe9-46aa-b7c3-79e83c278062,P0025,2023-06-26,1,167.02,0.15,141.97,paypal,no,3.0,no,tienda fisica,2023,hogar,Sarten Kore Basic,kore,22.51,33.31,5.34,comercial atlas,52,2019-01-24,3.63,37.0,casado,desconocido,49545,no,si,2020-11-20,sevilla,sur,40.1,-0.646,nuevo,5,167.02,141.97,6
17942,0fc66b5b-44d1-4033-90e1-9c4840431b52,P0019,2023-09-05,1,22.64,0.3,15.85,transferencia,no,5.0,no,web,2023,hogar,Aspiradora Vantia Basic,vantia,25.1,37.76,9.59,global supply sl,148,2023-05-22,4.15,37.0,casado,basico,78114,si,si,2018-07-06,vigo,norte,43.076,-4.883,corporativo,4,22.64,15.85,9
17943,6d08eb9f-cf15-4994-848d-73042bcbc442,P0039,2023-11-09,5,38.25,0.05,181.69,paypal,no,4.0,no,tienda fisica,2023,ropa,Camiseta Vantia Max,vantia,67.65,114.1,8.94,global supply sl,303,2021-02-28,3.45,23.0,casado,grado universitario,58784,no,no,2019-09-23,bilbao,norte,41.913,-5.26,corporativo,10,38.25,181.69,11
17944,be9c253b-f8b0-4e2e-9e6f-5a51996cd34b,P0010,2023-04-06,1,40.52,0.0,40.52,tarjeta de debito,no,4.0,no,tienda fisica,2023,electronica,Tablet Lumen Basic,lumen,23.59,38.51,8.4,norte logistica,196,2022-04-27,2.89,40.0,soltero,doctorado,38858,si,no,2019-10-25,murcia,sur,38.562,-5.736,nuevo,8,40.52,40.52,4
17945,f1cdaed3-5772-4676-81a5-a7c8c67338d9,P0003,2023-02-04,1,96.65,0.1,86.99,paypal,si,5.0,no,tienda fisica,2023,electronica,Auriculares Nova Max,nova,49.49,98.89,8.54,global supply sl,317,2023-06-16,4.18,40.0,casado,grado universitario,57064,no,si,2019-02-16,murcia,sur,38.566,-3.725,recurrente,7,96.65,86.99,2
17946,12387e18-f063-4598-b67c-3b1a2141a238,P0005,2023-02-10,2,9.95,0.0,19.9,tarjeta de credito,no,4.0,no,marketplace,2023,electronica,Smartphone Zentra Pro,zentra,17.49,26.0,1.69,norte logistica,387,2021-01-30,3.95,51.0,divorciado,doctorado,18814,si,no,2020-09-29,vigo,norte,37.319,0.279,nuevo,7,9.95,19.9,2
17947,6d6ce0e6-12af-450c-8a5d-738081c23ce5,P0017,2023-08-03,3,46.92,0.0,140.75,transferencia,no,4.0,si,marketplace,2023,electronica,Camara Lumen Pro,lumen,31.18,43.97,7.87,norte logistica,327,2021-12-20,4.27,35.0,soltero,grado universitario,29133,no,no,2022-11-27,zaragoza,centro,42.016,-6.5,nuevo,4,46.92,140.75,8
17948,a4ca33cb-2593-4eba-88a4-013772ac969e,P0050,2023-08-06,2,47.33,0.05,89.92,tarjeta de credito,no,5.0,no,web,2023,ropa,Vestido Lumen Pro,lumen,44.64,72.23,0.69,comercial atlas,335,2022-05-26,4.72,43.0,casado,grado universitario,46727,si,no,2020-02-01,bilbao,norte,41.318,-0.97,recurrente,8,47.33,89.92,8
17949,b6ce7a8b-e9dc-4749-b2be-1923e1ca598c,P0046,2023-11-15,1,155.89,0.1,140.3,tarjeta de debito,si,3.0,no,app movil,2023,ropa,Zapatillas Lumen Basic,lumen,29.69,60.26,7.45,distribuidora iberia,371,2023-04-11,4.45,48.0,soltero,master,23772,si,no,2021-10-28,barcelona,este,38.987,-0.049,nuevo,8,155.89,140.3,11
17950,50b09b6d-62a0-4443-9f8c-36384f1a5974,P0031,2023-05-14,1,35.99,0.0,35.99,paypal,no,4.0,no,web,2023,hogar,Silla Vantia Basic,vantia,41.97,67.5,8.58,comercial atlas,301,2022-07-25,3.28,44.0,soltero,grado universitario,42194,si,no,2018-12-24,murcia,sur,40.721,-6.599,corporativo,13,35.99,35.99,5
17951,213db88a-4718-40f7-94f1-ee78f8eabb07,P0003,2023-02-11,4,98.23,0.0,392.92,transferencia,no,2.0,si,web,2023,electronica,Auriculares Nova Max,nova,49.49,98.89,8.54,global supply sl,317,2023-06-16,4.18,59.0,casado,desconocido,33767,si,no,2022-02-12,bilbao,norte,42.442,1.092,recurrente,4,98.23,392.92,2
17952,4fa96163-d881-4420-b72d-98afb7e28b82,P0059,2023-01-07,3,121.14,0.0,363.42,paypal,no,5.0,no,web,2023,deporte,Mancuernas Nova Pro,nova,34.03,51.28,8.43,norte logistica,25,2024-04-30,3.54,37.0,casado,bachillerato,43331,no,no,2022-02-13,bilbao,norte,43.132,-0.045,nuevo,7,121.14,363.42,1
17953,8e2a7e69-6d9f-4442-aca1-c908488cb149,P0057,2023-10-29,4,70.43,0.0,281.7,tarjeta de debito,si,5.0,no,app movil,2023,deporte,Balon Kore Max,kore,13.36,26.72,9.0,global supply sl,460,2020-12-12,3.49,18.0,soltero,basico,43533,no,si,2021-12-20,granada,sur,37.134,-0.73,recurrente,8,70.43,281.7,10
17954,771e402e-f124-455b-a9d1-2bc1c909c2c2,P0042,2023-12-26,1,19.75,0.15,16.78,tarjeta de credito,no,1.0,no,web,2023,ropa,Pantalon Norte&Co Max,norte&co,9.93,13.24,2.95,distribuidora iberia,297,2021-03-12,4.24,40.0,casado,desconocido,53583,no,no,2020-05-04,barcelona,este,43.481,-8.201,nuevo,6,19.75,16.78,12
17955,defa6701-a9a9-4772-9a63-b9a83b42282b,P0034,2023-12-08,1,93.58,0.05,88.9,paypal,si,3.0,no,web,2023,hogar,Estanteria Nova Basic,nova,13.94,26.26,5.83,comercial atlas,197,2023-09-24,3.68,33.0,casado,master,36435,si,no,2018-07-26,sevilla,sur,38.0,-1.39,nuevo,8,93.58,88.9,12
17956,4aebe199-dd0a-482d-9cd3-06f895ad4a22,P0069,2023-11-22,1,77.39,0.0,77.39,tarjeta de credito,no,4.0,no,web,2023,deporte,Raqueta Prisma Max,prisma,22.44,42.51,7.59,distribuidora iberia,417,2023-10-26,3.75,53.0,casado,grado universitario,56608,no,no,2021-07-02,madrid,centro,38.536,-3.621,corporativo,7,77.39,77.39,11
17957,220eb1ce-00e1-4555-9e86-276822fad7b1,P0004,2023-03-18,1,21.91,0.0,21.91,tarjeta de credito,si,4.0,no,tienda fisica,2023,electronica,Smartphone Norte&Co Basic,norte&co,60.57,95.49,3.6,comercial atlas,303,2019-01-23,2.94,43.0,divorciado,basico,25165,no,no,2022-08-03,vigo,norte,36.6,-6.418,corporativo,10,21.91,21.91,3
17958,50cef706-3011-488c-8d22-1d2efdfc4c6f,P0043,2023-07-17,2,71.07,0.2,113.71,contrareembolso,no,4.0,no,web,2023,ropa,Chaqueta Kore Basic,kore,33.61,47.03,2.94,comercial atlas,39,2022-07-28,2.97,39.0,soltero,master,47026,si,no,2018-10-09,valencia,este,36.45,-5.693,recurrente,6,71.07,113.71,7
17959,ac054b04-8ca7-4442-839e-83e709bd1ab5,P0040,2023-05-04,2,24.47,0.0,48.93,tarjeta de credito,si,4.0,no,tienda fisica,2023,ropa,Pantalon Prisma Basic,prisma,18.35,39.46,1.89,distribuidora iberia,5,2019-05-12,4.36,18.0,soltero,grado universitario,50393,no,si,2020-06-10,madrid,centro,40.008,0.609,nuevo,10,24.47,48.93,5
17960,f37ba47e-a471-4dc2-8f47-fd0508db36ce,P0065,2023-04-19,1,47.95,0.15,40.76,tarjeta de debito,no,4.0,no,web,2023,deporte,Esterilla Zentra Pro,zentra,34.32,67.55,0.3,norte logistica,213,2022-09-10,3.31,40.0,casado,master,32168,no,si,2020-07-28,bilbao,norte,36.359,-5.201,recurrente,10,47.95,40.76,4
17961,7ffb8e1e-7910-4c5e-8588-b910fa245afe,P0061,2023-08-29,1,204.49,0.0,204.49,transferencia,si,4.0,no,web,2023,deporte,Bicicleta Kore Basic,kore,28.78,45.4,4.76,norte logistica,63,2023-10-03,2.75,32.0,divorciado,grado universitario,69147,si,si,2020-06-02,malaga,sur,41.284,2.877,recurrente,5,177.66040000000007,204.49,8
17962,aa4c1156-ff8a-4f2a-9164-53f37c351ab2,P0083,2023-12-16,2,55.7,0.0,111.4,paypal,si,5.0,no,web,2023,libros,Biografia Kore Pro,kore,9.96,21.61,6.89,comercial atlas,450,2019-12-26,3.52,26.0,casado,grado universitario,33609,no,si,2019-11-23,barcelona,este,41.59,-5.021,recurrente,7,55.7,111.4,12
17963,7baa4a53-cb07-452b-bca6-7d0831519184,P0033,2023-10-03,2,14.88,0.15,25.3,tarjeta de credito,no,5.0,no,tienda fisica,2023,hogar,Silla Nova Max,nova,6.78,11.26,10.56,comercial atlas,444,2021-01-19,3.5,59.0,divorciado,bachillerato,47486,no,si,2019-06-12,zaragoza,centro,41.987,0.456,recurrente,7,14.88,25.3,10
17964,de397d80-3f4f-4980-a7cc-fd715fd7473f,P0034,2023-10-06,4,96.05,0.0,384.21,tarjeta de credito,si,4.0,no,tienda fisica,2023,hogar,Estanteria Nova Basic,nova,13.94,26.26,5.83,comercial atlas,197,2023-09-24,3.68,52.0,divorciado,bachillerato,44699,no,si,2021-05-03,murcia,sur,39.744,-2.367,recurrente,3,96.05,384.21,10
17965,89635a19-2cb3-45b6-8451-8b406bea2afc,P0067,2023-09-04,1,151.47,0.0,151.47,contrareembolso,si,4.0,si,web,2023,deporte,Raqueta Vantia Basic,vantia,25.61,36.45,8.06,norte logistica,11,2021-07-20,4.07,50.0,soltero,bachillerato,21815,si,si,2022-04-16,bilbao,norte,41.176,3.021,recurrente,8,151.47,151.47,9
17966,9032fc71-a51a-4db5-9a8c-a5cfd94477b6,P0010,2023-12-16,2,107.19,0.05,203.67,tarjeta de credito,no,4.0,no,app movil,2023,electronica,Tablet Lumen Basic,lumen,23.59,38.51,8.4,norte logistica,196,2022-04-27,2.89,37.0,soltero,bachillerato,35161,no,no,2019-08-05,bilbao,norte,37.69,-2.385,recurrente,10,107.19,203.67,12
17967,df20af0b-c017-49dd-af57-442b123dfc31,P0037,2023-05-17,1,25.24,0.05,23.98,paypal,no,5.0,no,marketplace,2023,ropa,Camiseta Prisma Basic,prisma,7.07,14.94,3.27,distribuidora iberia,353,2019-11-13,3.19,45.0,soltero,grado universitario,66083,no,no,2020-12-24,madrid,centro,41.075,-5.148,corporativo,6,25.24,23.98,5
17968,fb7ed5fb-a53a-41f8-9810-c97482ff1094,P0068,2023-02-05,1,32.9,0.1,29.61,tarjeta de debito,si,5.0,no,marketplace,2023,deporte,Raqueta Vantia Pro,vantia,39.61,84.55,6.08,distribuidora iberia,415,2023-09-05,3.36,36.0,casado,bachillerato,25109,no,no,2022-07-22,barcelona,este,38.655,-4.074,nuevo,7,32.9,29.61,2
17969,4b036554-a183-4202-afa7-eab6af7ecb9a,P0082,2023-12-18,2,86.35,0.0,172.69,tarjeta de credito,no,4.0,no,web,2023,libros,Biografia Zentra Basic,zentra,7.0,12.59,4.19,norte logistica,441,2021-02-23,4.61,22.0,casado,master,46740,no,si,2019-07-12,madrid,centro,41.554,-1.942,recurrente,6,86.35,172.69,12
17970,13d5ae97-4d2c-44ae-9176-cd70082eba2a,P0049,2023-10-31,1,163.21,0.05,155.05,tarjeta de credito,no,3.0,no,app movil,2023,ropa,Vestido Norte&Co Basic,norte&co,34.23,62.87,2.38,norte logistica,488,2021-07-07,3.44,33.0,soltero,master,16746,si,no,2018-10-22,bilbao,norte,42.692,-1.242,corporativo,15,163.21,155.05,10
17971,ed5b379e-a3c0-45a8-b2ea-acb4520b912a,P0078,2023-10-12,1,47.68,0.05,45.29,tarjeta de credito,no,4.0,no,web,2023,libros,Comic Kore Max,kore,30.44,58.25,8.75,norte logistica,60,2019-04-19,3.86,49.0,casado,grado universitario,91684,no,no,2018-08-06,vigo,norte,39.162,-6.406,recurrente,8,47.68,45.29,10
17972,0d758229-0bcc-4378-b060-ebe53ed74044,P0078,2023-09-16,3,18.45,0.0,55.34,tarjeta de credito,no,5.0,no,web,2023,libros,Comic Kore Max,kore,30.44,58.25,8.75,norte logistica,60,2019-04-19,3.86,18.0,soltero,bachillerato,39781,si,si,2022-12-27,sevilla,sur,39.03,-4.643,recurrente,8,18.45,55.34,9
17973,339322ca-6b2c-4b3b-b904-be5421be5ad2,P0011,2023-01-16,2,21.4,0.0,42.79,paypal,no,4.0,no,web,2023,electronica,Tablet Prisma Pro,prisma,31.55,62.45,1.65,global supply sl,219,2020-05-17,5.0,44.0,casado,grado universitario,102081,si,si,2019-04-19,bilbao,norte,36.062,1.638,nuevo,3,21.4,42.79,1
17974,a1adeff9-7bf9-4e5b-9c5b-a42a02f37b22,P0007,2023-05-03,4,100.03,0.15,340.12,tarjeta de debito,no,4.0,no,app movil,2023,electronica,Portatil Kore Basic,kore,52.09,83.96,1.32,norte logistica,85,2020-07-20,4.39,44.0,casado,bachillerato,51687,si,no,2019-02-14,malaga,sur,38.658,1.951,recurrente,9,100.03,340.12,5
17975,654c71e5-eb53-461e-807b-edfc9be312fe,P0058,2023-02-27,1,47.93,0.1,43.14,paypal,no,4.0,no,web,2023,deporte,Mancuernas Vantia Basic,vantia,49.34,81.74,8.93,distribuidora iberia,341,2019-09-04,3.35,35.0,soltero,master,36943,si,no,2019-11-25,murcia,sur,36.678,-6.684,recurrente,8,47.93,43.14,2
17976,2ccb3c6d-97c3-4432-a94c-f58375b2e9bc,P0036,2023-03-31,1,57.85,0.15,49.17,tarjeta de credito,no,4.0,si,web,2023,hogar,Estanteria Norte&Co Max,norte&co,14.61,31.58,7.15,norte logistica,409,2019-01-09,4.82,62.0,soltero,bachillerato,32194,no,si,2021-06-02,murcia,sur,39.056,2.148,vip,10,57.85,49.17,3
17977,876b0a94-1cb5-4a24-8e13-e93d4e6f2947,P0038,2023-01-20,3,53.99,0.0,161.96,tarjeta de debito,si,5.0,no,tienda fisica,2023,ropa,Camiseta Vantia Pro,vantia,22.67,42.57,6.42,distribuidora iberia,368,2023-11-02,3.54,31.0,soltero,grado universitario,40590,no,no,2021-12-24,madrid,centro,41.834,-2.731,nuevo,10,53.99,161.96,1
17978,c345d10d-d9bd-45b6-9885-7fe8300f9e5a,P0085,2023-04-13,1,31.99,0.0,31.99,tarjeta de debito,no,4.0,no,app movil,2023,libros,Manual Zentra Basic,zentra,50.93,97.8,8.46,distribuidora iberia,110,2021-05-19,4.9,57.0,soltero,doctorado,36961,no,si,2021-10-15,bilbao,norte,42.127,-5.962,recurrente,8,31.99,31.99,4
17979,cb6e7d82-3e37-4945-93e8-96a499c1a9d9,P0076,2023-01-26,3,39.99,0.0,119.96,tarjeta de credito,no,3.0,no,web,2023,libros,Comic Prisma Basic,prisma,39.69,83.49,0.43,norte logistica,127,2021-07-21,4.07,34.0,soltero,basico,60811,no,si,2021-04-27,malaga,sur,38.48,-8.815,corporativo,4,39.99,119.96,1
17980,d6ff73b2-429d-40ad-94ab-84c9cf94ffbf,P0033,2023-03-07,1,26.49,0.3,18.54,tarjeta de credito,no,5.0,no,app movil,2023,hogar,Silla Nova Max,nova,6.78,11.26,10.56,comercial atlas,444,2021-01-19,3.5,30.0,soltero,master,38463,si,no,2019-03-31,bilbao,norte,41.017,-5.088,recurrente,6,26.49,18.54,3
17981,80dfe07e-317c-4e58-a85a-37045c053601,P0041,2023-06-25,5,32.73,0.15,139.1,contrareembolso,no,4.0,no,app movil,2023,ropa,Pantalon Norte&Co Pro,norte&co,9.76,17.78,10.36,norte logistica,336,2023-10-03,4.72,48.0,casado,grado universitario,40507,no,no,2019-05-09,granada,sur,39.357,-3.356,nuevo,3,32.73,139.1,6
17982,b0a9e605-e04c-49b7-9f91-e19a4e8a77dc,P0023,2023-10-25,1,382.9,0.15,325.46,paypal,no,4.0,no,app movil,2023,hogar,Cafetera Nova Pro,nova,12.56,24.24,6.49,comercial atlas,200,2022-09-01,4.84,43.0,casado,bachillerato,50797,si,si,,valencia,este,41.417,-5.472,recurrente,6,177.66040000000007,325.46,10
17983,9826050c-5ae7-41f0-ac23-859cdd887043,P0054,2023-07-27,4,29.78,0.05,113.18,tarjeta de debito,no,4.0,no,web,2023,ropa,Gorra Lumen Max,lumen,32.42,49.51,2.98,distribuidora iberia,285,2022-09-07,4.01,34.0,casado,bachillerato,64465,si,si,2020-03-26,murcia,sur,41.059,3.198,nuevo,7,29.78,113.18,7
17984,13adf5c1-872d-42e0-ac95-c164a8093748,P0012,2023-09-14,3,17.88,0.0,53.63,tarjeta de credito,no,5.0,no,web,2023,electronica,Tablet Nova Max,nova,52.99,69.3,9.28,global supply sl,88,2019-06-06,3.92,44.0,divorciado,basico,40080,no,si,2019-10-26,malaga,sur,37.404,-2.234,recurrente,10,17.88,53.63,9
17985,ba56f50a-a5d1-4722-8772-1301cd344a85,P0048,2023-05-03,1,26.29,0.1,23.66,contrareembolso,no,4.0,no,app movil,2023,ropa,Zapatillas Prisma Max,prisma,19.15,37.77,11.98,global supply sl,98,2023-09-15,4.43,33.0,casado,basico,39806,no,no,2021-09-16,granada,sur,38.16,-2.034,recurrente,7,26.29,23.66,5
17986,ab476411-15b5-4edd-acc3-b564bc89b80b,P0084,2023-07-06,1,26.81,0.3,18.77,tarjeta de debito,no,5.0,no,app movil,2023,libros,Biografia Nova Max,nova,15.12,22.78,10.89,global supply sl,154,2023-05-12,4.74,55.0,casado,master,42597,si,no,2018-11-03,sevilla,sur,40.459,2.32,nuevo,13,26.81,18.77,7
17987,6fab4e9c-547f-4dd0-a1a5-cd6bc94753e5,P0012,2023-10-03,3,117.01,0.1,315.94,paypal,no,2.0,no,marketplace,2023,electronica,Tablet Nova Max,nova,52.99,69.3,9.28,global supply sl,88,2019-06-06,3.92,35.0,casado,grado universitario,18080,si,si,2021-05-08,bilbao,norte,41.505,2.504,nuevo,9,117.01,315.94,10
17988,2652002e-2682-4ced-a0dc-3a2a5dac60f8,P0062,2023-05-27,1,70.43,0.15,59.86,tarjeta de debito,no,5.0,no,app movil,2023,deporte,Bicicleta Kore Pro,kore,32.63,45.86,5.3,distribuidora iberia,379,2020-08-02,4.69,33.0,casado,master,67613,no,si,2021-08-07,sevilla,sur,41.493,-0.594,nuevo,6,70.43,59.86,5
17989,dae7d3b5-b1fb-4852-9fa6-95afe6b45ab4,P0033,2023-06-29,1,42.18,0.1,37.97,tarjeta de credito,no,5.0,no,web,2023,hogar,Silla Nova Max,nova,6.78,11.26,10.56,comercial atlas,444,2021-01-19,3.5,22.0,casado,grado universitario,39734,no,no,2021-05-11,murcia,sur,38.407,2.951,recurrente,5,42.18,37.97,6
17990,e8388af3-6b95-41a7-899a-ef103f4dc754,P0036,2023-04-17,5,36.59,0.0,182.95,tarjeta de debito,si,1.0,no,app movil,2023,hogar,Estanteria Norte&Co Max,norte&co,14.61,31.58,7.15,norte logistica,409,2019-01-09,4.82,36.0,soltero,grado universitario,105380,no,no,2019-03-21,zaragoza,centro,42.545,3.012,corporativo,7,36.59,182.95,4
17991,797060e7-3873-432f-bce2-f5cdb21bba96,P0068,2023-07-02,2,49.38,0.0,98.76,tarjeta de debito,no,3.0,no,web,2023,deporte,Raqueta Vantia Pro,vantia,39.61,84.55,6.08,distribuidora iberia,415,2023-09-05,3.36,40.0,divorciado,desconocido,42194,no,no,2020-09-18,valencia,este,37.79,2.78,recurrente,9,49.38,98.76,7
17992,2d1a9020-1da8-4f34-aa1e-46bbd0eb991a,P0050,2023-09-29,2,21.54,0.3,30.15,tarjeta de credito,no,3.0,no,web,2023,ropa,Vestido Lumen Pro,lumen,44.64,72.23,0.69,comercial atlas,335,2022-05-26,4.72,38.0,casado,grado universitario,37102,si,si,2018-01-04,madrid,centro,40.849,-5.597,nuevo,7,21.54,30.15,9
